movie,chapter,scene_counting,emotion,prediction
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,198,sadness,4
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,198,neutral,20
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,198,worry,12
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,198,hate,1
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,198,happiness,5
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,198,fun,1
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,198,enthusiasm,4
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,198,surprise,8
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,198,relief,1
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,199,worry,13
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,199,surprise,5
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,199,sadness,1
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,199,relief,2
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,199,neutral,8
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,199,enthusiasm,2
Harry Potter and the Deathly Hallows Part 1,Getting Too Close,200,happiness,1
Harry Potter and the Deathly Hallows Part 1,Getting Too Close,200,neutral,1
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,201,enthusiasm,2
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,201,fun,1
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,201,happiness,1
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,201,hate,2
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,201,sadness,1
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,201,relief,1
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,201,surprise,5
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,201,worry,9
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,201,neutral,8
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,202,hate,1
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,202,empty,1
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,202,fun,1
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,202,happiness,1
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,202,neutral,4
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,202,enthusiasm,1
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,202,worry,5
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,202,sadness,1
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,203,fun,1
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,203,happiness,2
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,203,worry,5
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,203,sadness,2
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,203,relief,1
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,203,neutral,3
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,204,happiness,4
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,204,love,1
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,204,worry,6
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,204,surprise,3
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,204,neutral,8
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,204,sadness,3
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,204,relief,2
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,205,fun,2
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,205,worry,8
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,205,relief,3
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,205,sadness,4
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,205,love,2
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,205,neutral,8
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,206,empty,2
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,206,worry,7
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,206,surprise,1
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,206,sadness,1
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,206,relief,2
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,206,enthusiasm,1
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,206,fun,1
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,206,happiness,1
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,206,neutral,7
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,206,hate,1
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,207,relief,3
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,207,happiness,1
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,207,enthusiasm,1
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,207,sadness,2
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,207,neutral,12
Harry Potter and the Deathly Hallows Part 1,The Three Brothers,207,worry,7
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,208,worry,4
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,208,surprise,3
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,208,sadness,4
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,208,neutral,7
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,208,relief,1
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,208,hate,1
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,208,happiness,1
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,208,love,1
Harry Potter and the Deathly Hallows Part 1,The Deathly Hallows,208,enthusiasm,1
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,209,happiness,1
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,209,hate,2
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,209,empty,1
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,209,love,2
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,209,surprise,1
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,209,worry,2
Harry Potter and the Deathly Hallows Part 1,Snatchers Strike,209,neutral,6
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,210,love,1
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,210,hate,1
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,210,neutral,1
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,210,sadness,5
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,210,happiness,1
Harry Potter and the Deathly Hallows Part 1,Malfoy Manor,210,worry,7
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,211,hate,1
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,211,neutral,7
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,211,enthusiasm,1
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,211,surprise,1
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,211,worry,4
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,211,relief,1
Harry Potter and the Deathly Hallows Part 1,Dobby has No Master,211,happiness,2
Harry Potter and the Deathly Hallows Part 1,Sleeping Friend,212,worry,3
Harry Potter and the Deathly Hallows Part 1,Sleeping Friend,212,love,1
Harry Potter and the Deathly Hallows Part 1,Sleeping Friend,212,relief,1
Harry Potter and the Deathly Hallows Part 2,Shell Cottage,213,worry,2
Harry Potter and the Deathly Hallows Part 2,Shell Cottage,213,relief,1
Harry Potter and the Deathly Hallows Part 2,Griphook's Price,214,worry,8
Harry Potter and the Deathly Hallows Part 2,Griphook's Price,214,surprise,2
Harry Potter and the Deathly Hallows Part 2,Griphook's Price,214,neutral,3
Harry Potter and the Deathly Hallows Part 2,Griphook's Price,214,hate,1
Harry Potter and the Deathly Hallows Part 2,He's After You,215,sadness,4
Harry Potter and the Deathly Hallows Part 2,He's After You,215,worry,11
Harry Potter and the Deathly Hallows Part 2,He's After You,215,neutral,10
Harry Potter and the Deathly Hallows Part 2,He's After You,215,hate,1
Harry Potter and the Deathly Hallows Part 2,He's After You,215,happiness,1
Harry Potter and the Deathly Hallows Part 2,He's After You,215,fun,1
Harry Potter and the Deathly Hallows Part 2,He's After You,215,empty,1
Harry Potter and the Deathly Hallows Part 2,He's After You,215,surprise,5
Harry Potter and the Deathly Hallows Part 2,Gringotts,216,happiness,2
Harry Potter and the Deathly Hallows Part 2,Gringotts,216,neutral,6
Harry Potter and the Deathly Hallows Part 2,Gringotts,216,sadness,3
Harry Potter and the Deathly Hallows Part 2,Gringotts,216,surprise,3
Harry Potter and the Deathly Hallows Part 2,Gringotts,216,worry,9
Harry Potter and the Deathly Hallows Part 2,Gringotts,216,hate,1
Harry Potter and the Deathly Hallows Part 2,Gringotts,216,relief,2
Harry Potter and the Deathly Hallows Part 2,Copping the Cup,217,neutral,1
Harry Potter and the Deathly Hallows Part 2,Copping the Cup,217,worry,4
Harry Potter and the Deathly Hallows Part 2,Exit the Dragon,218,relief,1
Harry Potter and the Deathly Hallows Part 2,Exit the Dragon,218,sadness,2
Harry Potter and the Deathly Hallows Part 2,Exit the Dragon,218,fun,1
Harry Potter and the Deathly Hallows Part 2,Exit the Dragon,218,hate,1
Harry Potter and the Deathly Hallows Part 2,Exit the Dragon,218,worry,8
Harry Potter and the Deathly Hallows Part 2,Final Hiding Place,219,worry,4
Harry Potter and the Deathly Hallows Part 2,Final Hiding Place,219,happiness,1
Harry Potter and the Deathly Hallows Part 2,Final Hiding Place,219,neutral,1
Harry Potter and the Deathly Hallows Part 2,Aberforth Dumbledore,220,happiness,1
Harry Potter and the Deathly Hallows Part 2,Aberforth Dumbledore,220,love,1
Harry Potter and the Deathly Hallows Part 2,Aberforth Dumbledore,220,neutral,2
Harry Potter and the Deathly Hallows Part 2,Aberforth Dumbledore,220,enthusiasm,1
Harry Potter and the Deathly Hallows Part 2,Aberforth Dumbledore,220,sadness,3
Harry Potter and the Deathly Hallows Part 2,Aberforth Dumbledore,220,worry,11
Harry Potter and the Deathly Hallows Part 2,Aberforth Dumbledore,220,relief,2
Harry Potter and the Deathly Hallows Part 2,Aberforth Dumbledore,220,surprise,4
Harry Potter and the Deathly Hallows Part 2,Hogwarts Reunion,221,hate,1
Harry Potter and the Deathly Hallows Part 2,Hogwarts Reunion,221,neutral,7
Harry Potter and the Deathly Hallows Part 2,Hogwarts Reunion,221,sadness,4
Harry Potter and the Deathly Hallows Part 2,Hogwarts Reunion,221,happiness,1
Harry Potter and the Deathly Hallows Part 2,Hogwarts Reunion,221,surprise,2
Harry Potter and the Deathly Hallows Part 2,Hogwarts Reunion,221,fun,1
Harry Potter and the Deathly Hallows Part 2,Hogwarts Reunion,221,worry,11
Harry Potter and the Deathly Hallows Part 2,Give Me Harry Potter,222,worry,4
Harry Potter and the Deathly Hallows Part 2,Give Me Harry Potter,222,surprise,1
Harry Potter and the Deathly Hallows Part 2,Give Me Harry Potter,222,love,1
Harry Potter and the Deathly Hallows Part 2,Give Me Harry Potter,222,neutral,6
Harry Potter and the Deathly Hallows Part 2,Give Me Harry Potter,222,relief,1
Harry Potter and the Deathly Hallows Part 2,Duty To Our School,223,worry,5
Harry Potter and the Deathly Hallows Part 2,Duty To Our School,223,neutral,1
Harry Potter and the Deathly Hallows Part 2,Duty To Our School,223,love,1
Harry Potter and the Deathly Hallows Part 2,Duty To Our School,223,happiness,1
Harry Potter and the Deathly Hallows Part 2,You Need Only Ask,224,sadness,1
Harry Potter and the Deathly Hallows Part 2,You Need Only Ask,224,neutral,3
Harry Potter and the Deathly Hallows Part 2,You Need Only Ask,224,happiness,1
Harry Potter and the Deathly Hallows Part 2,You Need Only Ask,224,worry,1
Harry Potter and the Deathly Hallows Part 2,Blow For Blow,225,worry,4
Harry Potter and the Deathly Hallows Part 2,Blow For Blow,225,sadness,1
Harry Potter and the Deathly Hallows Part 2,Blow For Blow,225,happiness,1
Harry Potter and the Deathly Hallows Part 2,Blow For Blow,225,neutral,4
Harry Potter and the Deathly Hallows Part 2,Blow For Blow,225,relief,1
Harry Potter and the Deathly Hallows Part 2,Finding the Diadem,226,enthusiasm,1
Harry Potter and the Deathly Hallows Part 2,Finding the Diadem,226,worry,6
Harry Potter and the Deathly Hallows Part 2,Finding the Diadem,226,surprise,2
Harry Potter and the Deathly Hallows Part 2,Finding the Diadem,226,neutral,5
Harry Potter and the Deathly Hallows Part 2,Finding the Diadem,226,hate,1
Harry Potter and the Deathly Hallows Part 2,Fiendfyre,227,happiness,2
Harry Potter and the Deathly Hallows Part 2,Fiendfyre,227,neutral,3
Harry Potter and the Deathly Hallows Part 2,Fiendfyre,227,hate,2
Harry Potter and the Deathly Hallows Part 2,Fiendfyre,227,relief,2
Harry Potter and the Deathly Hallows Part 2,Fiendfyre,227,fun,2
Harry Potter and the Deathly Hallows Part 2,Fiendfyre,227,sadness,1
Harry Potter and the Deathly Hallows Part 2,Fiendfyre,227,surprise,2
Harry Potter and the Deathly Hallows Part 2,Fiendfyre,227,worry,6
Harry Potter and the Deathly Hallows Part 2,Fiendfyre,227,enthusiasm,2
Harry Potter and the Deathly Hallows Part 2,He Will Come To Me,228,enthusiasm,1
Harry Potter and the Deathly Hallows Part 2,He Will Come To Me,228,fun,2
Harry Potter and the Deathly Hallows Part 2,He Will Come To Me,228,happiness,1
Harry Potter and the Deathly Hallows Part 2,He Will Come To Me,228,neutral,4
Harry Potter and the Deathly Hallows Part 2,He Will Come To Me,228,sadness,2
Harry Potter and the Deathly Hallows Part 2,He Will Come To Me,228,worry,3
Harry Potter and the Deathly Hallows Part 2,He Will Come To Me,228,empty,1
Harry Potter and the Deathly Hallows Part 2,Your Mother's Eyes,229,love,1
Harry Potter and the Deathly Hallows Part 2,Your Mother's Eyes,229,worry,9
Harry Potter and the Deathly Hallows Part 2,Your Mother's Eyes,229,surprise,5
Harry Potter and the Deathly Hallows Part 2,Your Mother's Eyes,229,sadness,4
Harry Potter and the Deathly Hallows Part 2,Your Mother's Eyes,229,neutral,12
Harry Potter and the Deathly Hallows Part 2,Your Mother's Eyes,229,happiness,2
Harry Potter and the Deathly Hallows Part 2,Your Mother's Eyes,229,fun,1
Harry Potter and the Deathly Hallows Part 2,Your Mother's Eyes,229,empty,1
Harry Potter and the Deathly Hallows Part 2,Confront Your Fate,230,empty,1
Harry Potter and the Deathly Hallows Part 2,Confront Your Fate,230,worry,3
Harry Potter and the Deathly Hallows Part 2,Confront Your Fate,230,relief,1
Harry Potter and the Deathly Hallows Part 2,Confront Your Fate,230,neutral,1
Harry Potter and the Deathly Hallows Part 2,Confront Your Fate,230,hate,2
Harry Potter and the Deathly Hallows Part 2,I Open At the Close,231,worry,2
Harry Potter and the Deathly Hallows Part 2,I Open At the Close,231,surprise,1
Harry Potter and the Deathly Hallows Part 2,I Open At the Close,231,sadness,1
Harry Potter and the Deathly Hallows Part 2,The Boy Who Lived,232,surprise,1
Harry Potter and the Deathly Hallows Part 2,The Boy Who Lived,232,neutral,1
Harry Potter and the Deathly Hallows Part 2,King's Cross,233,happiness,2
Harry Potter and the Deathly Hallows Part 2,King's Cross,233,hate,1
Harry Potter and the Deathly Hallows Part 2,King's Cross,233,fun,2
Harry Potter and the Deathly Hallows Part 2,King's Cross,233,relief,1
Harry Potter and the Deathly Hallows Part 2,King's Cross,233,empty,1
Harry Potter and the Deathly Hallows Part 2,King's Cross,233,sadness,4
Harry Potter and the Deathly Hallows Part 2,King's Cross,233,surprise,2
Harry Potter and the Deathly Hallows Part 2,King's Cross,233,worry,10
Harry Potter and the Deathly Hallows Part 2,King's Cross,233,neutral,8
Harry Potter and the Deathly Hallows Part 2,King's Cross,233,enthusiasm,1
Harry Potter and the Deathly Hallows Part 2,Declare Yourself,234,sadness,2
Harry Potter and the Deathly Hallows Part 2,Declare Yourself,234,worry,1
Harry Potter and the Deathly Hallows Part 2,Declare Yourself,234,happiness,1
Harry Potter and the Deathly Hallows Part 2,Declare Yourself,234,neutral,1
Harry Potter and the Deathly Hallows Part 2,Not Over,235,love,1
Harry Potter and the Deathly Hallows Part 2,Not Over,235,neutral,3
Harry Potter and the Deathly Hallows Part 2,Not Over,235,worry,2
Harry Potter and the Deathly Hallows Part 2,Not Over,235,surprise,1
Harry Potter and the Deathly Hallows Part 2,Not Over,235,relief,1
Harry Potter and the Deathly Hallows Part 2,Not Over,235,happiness,1
Harry Potter and the Deathly Hallows Part 2,Not Over,235,sadness,1
Harry Potter and the Deathly Hallows Part 2,The Wand's Choice,236,neutral,2
Harry Potter and the Deathly Hallows Part 2,The Wand's Choice,236,love,1
Harry Potter and the Deathly Hallows Part 2,The Wand's Choice,236,sadness,1
Harry Potter and the Deathly Hallows Part 2,The Wand's Choice,236,worry,1
Harry Potter and the Deathly Hallows Part 2,The Wizard's Choice,237,worry,3
Harry Potter and the Deathly Hallows Part 2,The Wizard's Choice,237,neutral,2
Harry Potter and the Deathly Hallows Part 2,The Wizard's Choice,237,enthusiasm,1
Harry Potter and the Deathly Hallows Part 2,The Wizard's Choice,237,sadness,2
Harry Potter and the Deathly Hallows Part 2,Nineteen Years Later,238,sadness,2
Harry Potter and the Deathly Hallows Part 2,Nineteen Years Later,238,happiness,1
Harry Potter and the Deathly Hallows Part 2,Nineteen Years Later,238,worry,1
Harry Potter and the Deathly Hallows Part 2,Nineteen Years Later,238,love,1
